Generation, BestScore, AverageScore, WorstScore
485, 0.84375, 0.6582031, 0.6875
490, 0.84375, 0.75, 0.78125
495, 0.84375, 0.62890625, 0.65625
500, 0.84375, 0.6328125, 0.65625
505, 0.84375, 0.6328125, 0.65625
510, 0.84375, 0.625, 0.65625
515, 0.84375, 0.62890625, 0.65625
520, 0.84375, 0.57421875, 0.65625
525, 0.84375, 0.57421875, 0.65625
530, 0.84375, 0.57421875, 0.71875
535, 0.84375, 0.61328125, 0.71875
540, 0.84375, 0.71484375, 0.78125
545, 0.84375, 0.60546875, 0.46875
550, 0.84375, 0.6035156, 0.59375
555, 0.84375, 0.546875, 0.53125
560, 0.84375, 0.51953125, 0.46875
565, 0.84375, 0.484375, 0.65625
570, 0.84375, 0.50390625, 0.53125
575, 0.84375, 0.578125, 0.59375
580, 0.84375, 0.61328125, 0.65625
585, 0.84375, 0.60546875, 0.65625
590, 0.84375, 0.5292969, 0.5625
595, 0.84375, 0.49609375, 0.46875
600, 0.84375, 0.5410156, 0.40625
605, 0.84375, 0.5136719, 0.53125
610, 0.84375, 0.49609375, 0.34375
615, 0.84375, 0.51171875, 0.4375
620, 0.84375, 0.515625, 0.40625
625, 0.84375, 0.5859375, 0.34375
630, 0.84375, 0.51953125, 0.53125
635, 0.84375, 0.51953125, 0.46875
640, 0.84375, 0.5859375, 0.59375
645, 0.84375, 0.609375, 0.78125
650, 0.84375, 0.640625, 0.78125
655, 0.84375, 0.61328125, 0.65625
660, 0.84375, 0.64453125, 0.59375
665, 0.84375, 0.5859375, 0.71875
670, 0.84375, 0.57421875, 0.53125
675, 0.84375, 0.53515625, 0.65625
680, 0.84375, 0.53515625, 0.53125
685, 0.84375, 0.5078125, 0.40625
690, 0.84375, 0.546875, 0.53125
695, 0.84375, 0.53125, 0.53125
700, 0.84375, 0.52734375, 0.53125
705, 0.84375, 0.5234375, 0.53125
710, 0.84375, 0.48046875, 0.46875
715, 0.84375, 0.5234375, 0.53125
720, 0.84375, 0.5234375, 0.53125
725, 0.84375, 0.48046875, 0.53125
730, 0.84375, 0.52734375, 0.53125
735, 0.84375, 0.53125, 0.53125
740, 0.84375, 0.53125, 0.53125
745, 0.84375, 0.5449219, 0.5625
750, 0.84375, 0.55078125, 0.59375
755, 0.84375, 0.51171875, 0.5
760, 0.84375, 0.5546875, 0.59375
765, 0.84375, 0.59765625, 0.5625
770, 0.84375, 0.5957031, 0.625
775, 0.84375, 0.5390625, 0.4375
780, 0.84375, 0.5371094, 0.53125
785, 0.84375, 0.5253906, 0.53125
790, 0.84375, 0.5332031, 0.53125
795, 0.84375, 0.5058594, 0.5
800, 0.84375, 0.52734375, 0.53125
805, 0.84375, 0.51171875, 0.5
810, 0.84375, 0.5546875, 0.5625
815, 0.84375, 0.54296875, 0.53125
820, 0.84375, 0.5234375, 0.46875
825, 0.84375, 0.5371094, 0.5625
830, 0.84375, 0.53515625, 0.53125
835, 0.84375, 0.5234375, 0.53125
840, 0.84375, 0.53125, 0.53125
845, 0.84375, 0.5234375, 0.46875
850, 0.84375, 0.53125, 0.53125
855, 0.84375, 0.53125, 0.53125
860, 0.84375, 0.52734375, 0.53125
865, 0.84375, 0.52734375, 0.53125
870, 0.84375, 0.52734375, 0.53125
875, 0.84375, 0.5332031, 0.53125
880, 0.84375, 0.5136719, 0.5
885, 0.84375, 0.53125, 0.46875
890, 0.84375, 0.5253906, 0.53125
895, 0.84375, 0.5488281, 0.5625
900, 0.84375, 0.5527344, 0.5625
905, 0.84375, 0.56640625, 0.59375
910, 0.84375, 0.53125, 0.5625
915, 0.84375, 0.52734375, 0.53125
920, 0.84375, 0.47265625, 0.53125
925, 0.84375, 0.47460938, 0.46875
930, 0.84375, 0.49609375, 0.5
935, 0.84375, 0.49414062, 0.5
940, 0.84375, 0.47265625, 0.46875
945, 0.84375, 0.48242188, 0.46875
950, 0.84375, 0.47070312, 0.5
955, 0.84375, 0.5957031, 0.59375
960, 0.84375, 0.57421875, 0.53125
965, 0.84375, 0.5371094, 0.53125
970, 0.84375, 0.5449219, 0.59375
975, 0.84375, 0.5839844, 0.5625
980, 0.84375, 0.5996094, 0.5
985, 0.84375, 0.48828125, 0.5
990, 0.84375, 0.49609375, 0.5
995, 0.84375, 0.484375, 0.5
1000, 0.84375, 0.484375, 0.5
1005, 0.84375, 0.5078125, 0.53125
1010, 0.84375, 0.5449219, 0.5625
1015, 0.84375, 0.5175781, 0.53125
1020, 0.84375, 0.59375, 0.59375
1025, 0.84375, 0.5175781, 0.46875
1030, 0.84375, 0.6464844, 0.71875
1035, 0.84375, 0.49414062, 0.71875
1040, 0.84375, 0.54296875, 0.6875
1045, 0.84375, 0.5214844, 0.5
1050, 0.84375, 0.6699219, 0.6875
1055, 0.84375, 0.5644531, 0.53125
1060, 0.84375, 0.5605469, 0.59375
1065, 0.84375, 0.5097656, 0.59375
1070, 0.84375, 0.6484375, 0.71875
1075, 0.84375, 0.6738281, 0.65625
1080, 0.84375, 0.64453125, 0.53125
1085, 0.84375, 0.5546875, 0.53125
1090, 0.84375, 0.640625, 0.59375
1095, 0.84375, 0.6015625, 0.59375
1100, 0.84375, 0.5703125, 0.53125
1105, 0.84375, 0.62890625, 0.59375
1110, 0.84375, 0.71484375, 0.78125
1115, 0.84375, 0.61328125, 0.78125
1120, 0.84375, 0.62890625, 0.46875
1125, 0.84375, 0.6015625, 0.65625
1130, 0.84375, 0.4921875, 0.46875
1135, 0.84375, 0.6875, 0.71875
1140, 0.84375, 0.609375, 0.71875
1145, 0.84375, 0.6796875, 0.71875
1150, 0.84375, 0.7265625, 0.59375
1155, 0.84375, 0.5878906, 0.78125
1160, 0.84375, 0.6640625, 0.78125
1165, 0.84375, 0.58984375, 0.53125
1170, 0.84375, 0.671875, 0.78125
1175, 0.84375, 0.59375, 0.78125
1180, 0.84375, 0.65625, 0.65625
1185, 0.84375, 0.6875, 0.78125
1190, 0.84375, 0.7421875, 0.78125
1195, 0.84375, 0.69921875, 0.78125
1200, 0.84375, 0.671875, 0.53125
1205, 0.84375, 0.7265625, 0.78125
1210, 0.84375, 0.71875, 0.78125
1215, 0.84375, 0.6875, 0.78125
1220, 0.84375, 0.5546875, 0.46875
1225, 0.84375, 0.62890625, 0.53125
1230, 0.84375, 0.6796875, 0.46875
1235, 0.84375, 0.64453125, 0.78125
1240, 0.96875, 0.71875, 0.71875
1245, 0.96875, 0.75, 0.84375
1250, 0.96875, 0.56640625, 0.78125
1255, 0.96875, 0.62890625, 0.34375
1260, 0.96875, 0.6230469, 0.65625
1265, 0.96875, 0.6503906, 0.71875
1270, 0.96875, 0.71484375, 0.71875
1275, 0.96875, 0.59375, 0.53125
1280, 0.96875, 0.63671875, 0.59375
1285, 0.96875, 0.5390625, 0.46875
1290, 0.96875, 0.5019531, 0.46875
1295, 0.96875, 0.49023438, 0.5
1300, 0.96875, 0.5488281, 0.53125
1305, 0.96875, 0.546875, 0.65625
1310, 0.96875, 0.6152344, 0.625
1315, 0.96875, 0.55859375, 0.5625
1320, 0.96875, 0.578125, 0.5625
1325, 0.96875, 0.5449219, 0.4375
1330, 0.96875, 0.5917969, 0.59375
1335, 0.96875, 0.5644531, 0.59375
1340, 0.96875, 0.546875, 0.5625
1345, 0.96875, 0.5566406, 0.5625
1350, 0.96875, 0.5292969, 0.53125
1355, 0.96875, 0.5234375, 0.5
1360, 0.96875, 0.5605469, 0.5625
1365, 0.96875, 0.5644531, 0.5625
1370, 0.96875, 0.57421875, 0.59375
1375, 0.96875, 0.5527344, 0.53125
1380, 0.96875, 0.5136719, 0.4375
1385, 0.96875, 0.5097656, 0.46875
1390, 0.96875, 0.5800781, 0.59375
1395, 0.96875, 0.55859375, 0.59375
1400, 0.96875, 0.53515625, 0.5625
1405, 0.96875, 0.6308594, 0.75
1410, 0.96875, 0.7421875, 0.71875
1415, 0.96875, 0.72265625, 0.78125
1420, 0.96875, 0.6230469, 0.53125
1425, 0.96875, 0.6777344, 0.75
1430, 0.96875, 0.734375, 0.78125
1435, 0.96875, 0.7265625, 0.78125
1440, 0.96875, 0.5546875, 0.46875
1445, 0.96875, 0.51171875, 0.625
1450, 0.96875, 0.76171875, 0.78125
1455, 0.96875, 0.6933594, 0.34375
1460, 0.96875, 0.59765625, 0.65625
1465, 0.96875, 0.63671875, 0.4375
1470, 0.96875, 0.5878906, 0.6875
1475, 0.96875, 0.6777344, 0.71875
1480, 0.96875, 0.62890625, 0.65625
1485, 0.96875, 0.6113281, 0.6875
1490, 0.96875, 0.640625, 0.6875
1495, 0.96875, 0.5800781, 0.5625
1500, 0.96875, 0.6269531, 0.6875
1505, 0.96875, 0.671875, 0.5625
1510, 0.96875, 0.65234375, 0.21875
1515, 0.96875, 0.70703125, 0.625
1520, 0.96875, 0.609375, 0.3125
1525, 0.96875, 0.7207031, 0.75
1530, 0.96875, 0.6796875, 0.78125
1535, 0.96875, 0.5878906, 0.59375
1540, 0.96875, 0.6171875, 0.65625
1545, 0.96875, 0.4296875, 0.3125
1550, 0.96875, 0.55078125, 0.46875
1555, 0.96875, 0.55078125, 0.5625
1560, 0.96875, 0.7402344, 0.75
1565, 0.96875, 0.74609375, 0.40625
1570, 0.96875, 0.8515625, 0.9375
1575, 0.96875, 0.8378906, 0.46875
1580, 0.96875, 0.9160156, 0.96875
1585, 0.96875, 0.83203125, 0.71875
1590, 0.96875, 0.5605469, 0.5
1595, 0.96875, 0.9628906, 0.96875
1600, 0.96875, 0.84765625, 0.9375
1605, 0.96875, 0.734375, 0.5
1610, 0.96875, 0.7558594, 0.34375
1615, 0.96875, 0.8203125, 0.6875
1620, 0.96875, 0.8886719, 0.9375
1625, 1.0, 0.8691406, 0.90625
1630, 1.0, 0.828125, 0.96875
1635, 1.0, 0.80078125, 0.46875
1640, 1.0, 0.6875, 0.84375
1645, 1.0, 0.703125, 0.53125
1650, 1.0, 0.5859375, 0.59375
1655, 1.0, 0.59375, 0.46875
1660, 1.0, 0.62109375, 0.65625
1665, 1.0, 0.6464844, 0.6875
1670, 1.0, 0.69140625, 0.59375
1675, 1.0, 0.6328125, 0.71875
1680, 1.0, 0.6738281, 0.71875
1685, 1.0, 0.62890625, 0.6875
1690, 1.0, 0.53125, 0.46875
1695, 1.0, 0.6816406, 0.71875
1700, 1.0, 0.6074219, 0.53125
1705, 1.0, 0.61328125, 0.625
1710, 1.0, 0.6347656, 0.6875
1715, 1.0, 0.5292969, 0.4375
1720, 1.0, 0.50390625, 0.625
1725, 1.0, 0.5449219, 0.65625
1730, 1.0, 0.5019531, 0.5
1735, 1.0, 0.55078125, 0.5625
1740, 1.0, 0.5839844, 0.5
1745, 1.0, 0.4453125, 0.40625
1750, 1.0, 0.5097656, 0.78125
1755, 1.0, 0.59375, 0.78125
1760, 1.0, 0.6269531, 0.65625
1765, 1.0, 0.6328125, 0.65625
1770, 1.0, 0.5390625, 0.46875
1775, 1.0, 0.5605469, 0.53125
1780, 1.0, 0.4921875, 0.46875
1785, 1.0, 0.51171875, 0.34375
1790, 1.0, 0.52734375, 0.53125
1795, 1.0, 0.51953125, 0.5
1800, 1.0, 0.5527344, 0.5625
1805, 1.0, 0.51171875, 0.40625
1810, 1.0, 0.50390625, 0.46875
1815, 1.0, 0.53125, 0.5625
1820, 1.0, 0.484375, 0.53125
1825, 1.0, 0.53125, 0.53125
1830, 1.0, 0.53125, 0.53125
1835, 1.0, 0.53515625, 0.53125
1840, 1.0, 0.53125, 0.53125
1845, 1.0, 0.53515625, 0.53125
1850, 1.0, 0.52734375, 0.53125
1855, 1.0, 0.53125, 0.53125
1860, 1.0, 0.5449219, 0.53125
1865, 1.0, 0.53125, 0.53125
1870, 1.0, 0.53515625, 0.53125
1875, 1.0, 0.55078125, 0.5625
1880, 1.0, 0.52734375, 0.53125
1885, 1.0, 0.53125, 0.5625
1890, 1.0, 0.57421875, 0.53125
1895, 1.0, 0.5527344, 0.5625
1900, 1.0, 0.55859375, 0.5625
1905, 1.0, 0.49804688, 0.5
1910, 1.0, 0.6035156, 0.40625
1915, 1.0, 0.5527344, 0.5625
1920, 1.0, 0.6503906, 0.65625
1925, 1.0, 0.6328125, 0.59375
1930, 1.0, 0.5449219, 0.46875
1935, 1.0, 0.53515625, 0.65625
1940, 1.0, 0.59375, 0.65625
1945, 1.0, 0.64453125, 0.71875
1950, 1.0, 0.63671875, 0.65625
1955, 1.0, 0.72265625, 0.78125
1960, 1.0, 0.71484375, 0.78125
1965, 1.0, 0.67578125, 0.53125
1970, 1.0, 0.6015625, 0.53125
1975, 1.0, 0.53515625, 0.53125
1980, 1.0, 0.5234375, 0.46875
1985, 1.0, 0.625, 0.59375
1990, 1.0, 0.52734375, 0.375
1995, 1.0, 0.66015625, 0.71875
2000, 1.0, 0.6875, 0.71875
2005, 1.0, 0.60546875, 0.71875
2010, 1.0, 0.5859375, 0.5625
2015, 1.0, 0.578125, 0.53125
2020, 1.0, 0.58984375, 0.59375
2025, 1.0, 0.55859375, 0.59375
2030, 1.0, 0.58203125, 0.59375
2035, 1.0, 0.5859375, 0.46875
2040, 1.0, 0.62890625, 0.59375
2045, 1.0, 0.6191406, 0.625
2050, 1.0, 0.5527344, 0.53125
2055, 1.0, 0.62109375, 0.65625
2060, 1.0, 0.62890625, 0.65625
2065, 1.0, 0.64453125, 0.65625
2070, 1.0, 0.58984375, 0.59375
2075, 1.0, 0.6074219, 0.53125
2080, 1.0, 0.59765625, 0.34375
2085, 1.0, 0.59765625, 0.65625
2090, 1.0, 0.55078125, 0.46875
2095, 1.0, 0.66796875, 0.46875
2100, 1.0, 0.5449219, 0.5625
2105, 1.0, 0.5371094, 0.46875
2110, 1.0, 0.5410156, 0.5625
2115, 1.0, 0.5292969, 0.65625
2120, 1.0, 0.62890625, 0.65625
2125, 1.0, 0.59375, 0.625
2130, 1.0, 0.57421875, 0.5625
2135, 1.0, 0.4453125, 0.375
2140, 1.0, 0.55078125, 0.625
2145, 1.0, 0.5058594, 0.5
2150, 1.0, 0.5332031, 0.53125
2155, 1.0, 0.5566406, 0.53125
2160, 1.0, 0.5234375, 0.53125
2165, 1.0, 0.52734375, 0.53125
2170, 1.0, 0.5292969, 0.53125
2175, 1.0, 0.5292969, 0.53125
2180, 1.0, 0.53125, 0.53125
2185, 1.0, 0.5332031, 0.53125
2190, 1.0, 0.5703125, 0.53125
2195, 1.0, 0.5527344, 0.5625
2200, 1.0, 0.5546875, 0.5625
2205, 1.0, 0.54296875, 0.5625
2210, 1.0, 0.5253906, 0.5
2215, 1.0, 0.53125, 0.53125
2220, 1.0, 0.53125, 0.53125
2225, 1.0, 0.53125, 0.53125
2230, 1.0, 0.53125, 0.53125
2235, 1.0, 0.52734375, 0.53125
2240, 1.0, 0.55859375, 0.5625
2245, 1.0, 0.51171875, 0.5
2250, 1.0, 0.5078125, 0.5
2255, 1.0, 0.58984375, 0.59375
2260, 1.0, 0.53125, 0.53125
2265, 1.0, 0.55859375, 0.5625
2270, 1.0, 0.5175781, 0.5
2275, 1.0, 0.6464844, 0.65625
2280, 1.0, 0.72265625, 0.71875
2285, 1.0, 0.5390625, 0.53125
2290, 1.0, 0.5292969, 0.53125
2295, 1.0, 0.53125, 0.53125
2300, 1.0, 0.5332031, 0.53125
2305, 1.0, 0.5332031, 0.53125
2310, 1.0, 0.53125, 0.53125
2315, 1.0, 0.5527344, 0.5625
2320, 1.0, 0.5546875, 0.46875
2325, 1.0, 0.55078125, 0.5625
2330, 1.0, 0.55078125, 0.5625
2335, 1.0, 0.546875, 0.5
2340, 1.0, 0.5566406, 0.5625
2345, 1.0, 0.5566406, 0.59375
2350, 1.0, 0.5488281, 0.5625
2355, 1.0, 0.55859375, 0.53125
2360, 1.0, 0.5546875, 0.53125
2365, 1.0, 0.53125, 0.53125
2370, 1.0, 0.5566406, 0.5625
2375, 1.0, 0.5390625, 0.53125
2380, 1.0, 0.5234375, 0.53125
2385, 1.0, 0.48046875, 0.46875
2390, 1.0, 0.5371094, 0.5625
2395, 1.0, 0.53125, 0.53125
2400, 1.0, 0.51171875, 0.5
2405, 1.0, 0.53125, 0.59375
2410, 1.0, 0.5371094, 0.53125
2415, 1.0, 0.5234375, 0.53125
2420, 1.0, 0.51953125, 0.53125
2425, 1.0, 0.5253906, 0.46875
2430, 1.0, 0.52734375, 0.53125
2435, 1.0, 0.52734375, 0.53125
2440, 1.0, 0.53125, 0.53125
2445, 1.0, 0.5234375, 0.46875
2450, 1.0, 0.47265625, 0.46875
2455, 1.0, 0.47265625, 0.53125
2460, 1.0, 0.48046875, 0.46875
2465, 1.0, 0.46875, 0.46875
2470, 1.0, 0.47265625, 0.46875
2475, 1.0, 0.53125, 0.53125
2480, 1.0, 0.4765625, 0.46875
2485, 1.0, 0.46875, 0.46875
2490, 1.0, 0.4765625, 0.46875
2495, 1.0, 0.56640625, 0.59375
2500, 1.0, 0.59375, 0.59375
2505, 1.0, 0.5644531, 0.59375
2510, 1.0, 0.46875, 0.46875
2515, 1.0, 0.48046875, 0.46875
2520, 1.0, 0.4453125, 0.5
2525, 1.0, 0.44335938, 0.4375
2530, 1.0, 0.49609375, 0.5
2535, 1.0, 0.49804688, 0.5
2540, 1.0, 0.5527344, 0.5625
2545, 1.0, 0.49023438, 0.4375
2550, 1.0, 0.5332031, 0.5625
2555, 1.0, 0.52734375, 0.53125
2560, 1.0, 0.47851562, 0.5625
2565, 1.0, 0.5078125, 0.5625
2570, 1.0, 0.48242188, 0.46875
2575, 1.0, 0.5019531, 0.5
2580, 1.0, 0.46875, 0.46875
2585, 1.0, 0.46875, 0.46875
2590, 1.0, 0.47265625, 0.46875
2595, 1.0, 0.47265625, 0.46875
2600, 1.0, 0.53125, 0.53125
2605, 1.0, 0.53125, 0.53125
2610, 1.0, 0.5292969, 0.53125
2615, 1.0, 0.5292969, 0.53125
2620, 1.0, 0.51171875, 0.5
2625, 1.0, 0.5527344, 0.5625
2630, 1.0, 0.5332031, 0.34375
2635, 1.0, 0.65625, 0.65625
2640, 1.0, 0.5722656, 0.75
2645, 1.0, 0.5839844, 0.3125
2650, 1.0, 0.6972656, 0.65625
2655, 1.0, 0.7714844, 0.71875
2660, 1.0, 0.53125, 0.53125
2665, 1.0, 0.8183594, 0.96875
2670, 1.0, 0.65625, 0.53125
2675, 1.0, 0.73046875, 0.65625
2680, 1.0, 0.55859375, 0.53125
2685, 1.0, 0.52734375, 0.53125
2690, 1.0, 0.53125, 0.53125
2695, 1.0, 0.4765625, 0.46875
2700, 1.0, 0.546875, 0.53125
2705, 1.0, 0.5234375, 0.53125
2710, 1.0, 0.5234375, 0.53125
2715, 1.0, 0.6328125, 0.65625
2720, 1.0, 0.5488281, 0.53125
2725, 1.0, 0.55078125, 0.59375
2730, 1.0, 0.58203125, 0.59375
2735, 1.0, 0.58203125, 0.59375
2740, 1.0, 0.69921875, 0.71875
2745, 1.0, 0.59765625, 0.46875
2750, 1.0, 0.5566406, 0.59375
2755, 1.0, 0.5253906, 0.59375
2760, 1.0, 0.58984375, 0.59375
2765, 1.0, 0.5078125, 0.5
2770, 1.0, 0.5136719, 0.53125
2775, 1.0, 0.5332031, 0.53125
2780, 1.0, 0.5527344, 0.5625
2785, 1.0, 0.5605469, 0.5625
2790, 1.0, 0.5605469, 0.5625
2795, 1.0, 0.5332031, 0.53125
2800, 1.0, 0.50390625, 0.5
2805, 1.0, 0.5234375, 0.53125
2810, 1.0, 0.52734375, 0.5
2815, 1.0, 0.5253906, 0.53125
2820, 1.0, 0.55078125, 0.5625
2825, 1.0, 0.5332031, 0.53125
2830, 1.0, 0.52734375, 0.53125
2835, 1.0, 0.53515625, 0.53125
2840, 1.0, 0.53125, 0.53125
2845, 1.0, 0.5546875, 0.5625
2850, 1.0, 0.5078125, 0.5
2855, 1.0, 0.5371094, 0.53125
2860, 1.0, 0.55078125, 0.5625
2865, 1.0, 0.55078125, 0.5
2870, 1.0, 0.6035156, 0.65625
2875, 1.0, 0.5800781, 0.59375
2880, 1.0, 0.5625, 0.53125
2885, 1.0, 0.65625, 0.6875
2890, 1.0, 0.62890625, 0.71875
2895, 1.0, 0.50390625, 0.65625
2900, 1.0, 0.515625, 0.53125
2905, 1.0, 0.5703125, 0.59375
2910, 1.0, 0.5566406, 0.5625
2915, 1.0, 0.73828125, 0.78125
2920, 1.0, 0.69921875, 0.46875
2925, 1.0, 0.6796875, 0.71875
2930, 1.0, 0.703125, 0.78125
2935, 1.0, 0.59375, 0.71875
2940, 1.0, 0.45898438, 0.46875
2945, 1.0, 0.57421875, 0.53125
2950, 1.0, 0.5234375, 0.53125
2955, 1.0, 0.5703125, 0.40625
2960, 1.0, 0.4921875, 0.53125
2965, 1.0, 0.48046875, 0.46875
2970, 1.0, 0.53125, 0.53125
2975, 1.0, 0.53125, 0.53125
2980, 1.0, 0.54296875, 0.53125
2985, 1.0, 0.46875, 0.46875
2990, 1.0, 0.53125, 0.53125
2995, 1.0, 0.48046875, 0.53125
